LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
525,Somatropinum,"Genotropin 12, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 12  (36 j.m.) mg","5 jednorazowych, wielodawkowych wstrzykiwaczy GoQuick zawierających wkład z proszkiem i rozpuszczalnikiem po 1 ml",05909990887170,<1><2><3><4>2022-01-01/<5>2022-11-01,<1><2><3><4>3 lata/<5>2 lata,"1077.0, Somatropinum","4936,80","5183,64","5183,39",<1>B.19.; <2>B.38.; <3>B.41.; <4>B.42.; <5>B.111.,bezpłatny,0
526,Somatropinum,"Genotropin 5,3, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 5,3 (16 j.m.) mg",5 jednorazowych wielodawkowych wstrzykiwaczy GoQuick zawierających wkład z proszkiem i rozpuszczalnikiem po 1 ml,05909990887095,<1><2><3><4>2022-01-01/<5>2022-11-01,<1><2><3><4>3 lata/<5>2 lata,"1077.0, Somatropinum","2180,31","2289,33","2289,33",<1>B.19.; <2>B.38.; <3>B.41.; <4>B.42.; <5>B.111.,bezpłatny,0
527,Somatropinum,"Norditropin NordiFlex, roztwór do wstrzykiwań we wstrzykiwaczu, 10 mg/1,5 ml","1 wstrzykiwacz 1,5 ml",05909991414665,2022-05-01,<1>3 lata/<2>2 lata,"1077.0, Somatropinum","822,80","863,94","863,90",<1>B.19.; B.38.; B.42.; <2>B.111.,bezpłatny,0
528,Somatropinum,"Norditropin NordiFlex, roztwór do wstrzykiwań we wstrzykiwaczu, 5 mg/1,5 ml","1 wstrzykiwacz 1,5 ml",05712249117498,2022-05-01,<1>3 lata/<2>2 lata,"1077.0, Somatropinum","411,39","431,96","431,95",<1>B.19.; B.38.; B.42.; <2>B.111.,bezpłatny,0
529,Somatropinum,"Omnitrope, roztwór do wstrzykiwań, 10 mg/1,5 ml (30 j.m.)","5 wkł.po 1,5 ml",05909990072897,<1><2><3><4>2022-07-01/<5>2022-01-01/<6>2022-11-01,<2><3><4><5>3 lata/<1><6>2 lata,"1077.0, Somatropinum","3024,00","3175,20","3175,20",<1>B.19.; <2>B.38.; <3>B.41.; <4>B.42; <5>B.64.; <6>B.111.,bezpłatny,0
530,Somatropinum,"Omnitrope, roztwór do wstrzykiwań, 5 mg/1,5 ml (15 j.m.)","5 wkł.po 1,5 ml",05909990050161,<1><2><3><4>2022-07-01/<5>2022-01-01/<6>2022-11-01,<2><3><4><5>3 lata/<1><6>2 lata,"1077.0, Somatropinum","1512,00","1587,60","1587,60",<1>B.19.; <2>B.38.; <3>B.41.; <4>B.42; <5>B.64.; <6>B.111.,bezpłatny,0
531,Sorafenib tosylate,"Sorafenib Teva, tabl. powl., 200 mg",112 szt. (blister),05909991423711,2022-01-01,3 lata,"1078.0, Sorafenib","2268,00","2381,40","2063,88",B.3.; B.5.; B.10.,bezpłatny,0
532,Sorafenibum,"Nexavar, tabl. powl., 200 mg",112 szt.,05909990588169,2021-07-01,2 lata,"1078.1, Sorafenib - 2","13242,96","13905,11","13905,11",B.119.,bezpłatny,0
533,Sorafenibum,"Sorafenib G.L., tabl. powl., 200 mg",112 szt.,09008732012415,2022-03-01,3 lata,"1078.0, Sorafenib","2116,80","2222,64","2063,88",B.3.; B.5.; B.10.,bezpłatny,0
534,Sorafenibum,"Sorafenib Pharmascience, tabl. powl., 200 mg",112 szt.,05909991456849,2022-09-01,<1>3 lata/<2><3>2 lata,"1078.0, Sorafenib","1998,00","2097,90","2063,88",<1>B.3.; <2>B.5.; <3>B.10.,bezpłatny,0
535,Sorafenibum,"Sorafenib Sandoz, tabl. powl., 200 mg",112 szt.,07613421047009,2021-09-01,3 lata,"1078.0, Sorafenib","3024,00","3175,20","2063,88",B.3.; B.5.; B.10.,bezpłatny,0
536,Sorafenibum,"Sorafenib Stada, tabl. powl., 200 mg",112 szt.,05909991459239,2022-11-01,<1>3 lata/<2><3>2 lata,"1078.0, Sorafenib","1965,60","2063,88","2063,88",<1>B.3.; <2>B.5.; <3>B.10.,bezpłatny,0
537,Sorafenibum,"Sorafenib Zentiva, tabl. powl., 200 mg",112 szt.,05909991440145,2021-09-01,3 lata,"1078.0, Sorafenib","3020,76","3171,80","2063,88",B.3.; B.5.; B.10.,bezpłatny,0
538,Sunitinibum,"Klertis, kaps. twarde, 12,5 mg",28 szt.,05995327181592,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1627,56","1708,94","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
539,Sunitinibum,"Klertis, kaps. twarde, 25 mg",28 szt.,05995327181608,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3255,12","3417,88","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
540,Sunitinibum,"Klertis, kaps. twarde, 50 mg",28 szt.,05995327181615,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6510,24","6835,75","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
541,Sunitinibum,"Suganet, kaps. twarde, 12,5 mg",28 szt.,05907594032972,2023-01-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1512,00","1587,60","1587,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
542,Sunitinibum,"Suganet, kaps. twarde, 25 mg",28 szt.,05907594033023,2023-01-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3024,00","3175,20","3175,20",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
543,Sunitinibum,"Suganet, kaps. twarde, 50 mg",28 szt.,05907594033078,2023-01-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6048,00","6350,40","6350,40",<1>B.3.; <2>B.10.,bezpłatny,0
544,Sunitinibum,"Sunitinib Accord, kaps. twarde, 12,5 mg",30 szt. (butelka),05055565775707,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1745,55","1832,83","1761,75",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
545,Sunitinibum,"Sunitinib Accord, kaps. twarde, 25 mg",30 szt. (butelka),05055565775714,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3491,10","3665,66","3523,50",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
546,Sunitinibum,"Sunitinib Accord, kaps. twarde, 50 mg",30 szt. (butelka),05055565775721,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6982,20","7331,31","7047,00",<1>B.3.; <2>B.10.,bezpłatny,0
547,Sunitinibum,"Sunitinib Glenmark, kaps. twarde, 12,5 mg",28 szt.,05909991458515,2022-07-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1566,00","1644,30","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
548,Sunitinibum,"Sunitinib Glenmark, kaps. twarde, 25 mg",28 szt.,05909991458522,2022-07-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3132,00","3288,60","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
549,Sunitinibum,"Sunitinib Glenmark, kaps. twarde, 50 mg",28 szt.,05909991458539,2022-07-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6264,00","6577,20","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
550,Sunitinibum,"Sunitinib Krka, kapsułki twarde, 12,5 mg",30 kaps.,03838989736668,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1741,50","1828,58","1761,75",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
551,Sunitinibum,"Sunitinib Krka, kapsułki twarde, 25 mg",30 kaps.,03838989736675,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3483,00","3657,15","3523,50",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
552,Sunitinibum,"Sunitinib Krka, kapsułki twarde, 50 mg",30 kaps.,03838989736682,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6966,00","7314,30","7047,00",<1>B.3.; <2>B.10.,bezpłatny,0
553,Sunitinibum,"Sunitinib Pharmascience, kaps. twarde, 12,5 mg",28 szt.,05909991469580,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1629,50","1710,98","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
554,Sunitinibum,"Sunitinib Pharmascience, kaps. twarde, 25 mg",28 szt.,05909991469597,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3258,36","3421,28","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
555,Sunitinibum,"Sunitinib Pharmascience, kaps. twarde, 37,5 mg",28 szt.,05909991469603,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","4887,54","5131,92","4932,90",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
556,Sunitinibum,"Sunitinib Pharmascience, kaps. twarde, 50 mg",28 szt.,05909991469610,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6516,72","6842,56","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
557,Sunitinibum,"Sunitinib Sandoz, kapsułki twarde, 12,5 mg",28 kaps.,05907626709261,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1629,18","1710,64","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
558,Sunitinibum,"Sunitinib Sandoz, kapsułki twarde, 25 mg",28 kaps.,05907626709278,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3258,36","3421,28","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
559,Sunitinibum,"Sunitinib Sandoz, kapsułki twarde, 50 mg",28 kaps.,05907626709292,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6516,72","6842,56","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
560,Sunitinibum,"Sunitinib Stada, kaps. twarde, 12,5 mg",28 szt.,05909991436612,2022-09-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1493,10","1567,76","1567,76",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
561,Sunitinibum,"Sunitinib Stada, kaps. twarde, 25 mg",28 szt.,05909991436643,2022-09-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","2986,20","3135,51","3135,51",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
562,Sunitinibum,"Sunitinib Stada, kaps. twarde, 37,5 mg",28 szt.,05909991436650,2022-09-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","4479,30","4703,27","4703,27",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
563,Sunitinibum,"Sunitinib Stada, kaps. twarde, 50 mg",28 szt.,05909991436681,2022-09-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","5972,40","6271,02","6271,02",<1>B.3.; <2>B.10.,bezpłatny,0
564,Sunitinibum,"Sunitinib Teva, kaps. twarde, 12,5 mg",28 szt. (blister),05909991366520,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1629,18","1710,64","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
565,Sunitinibum,"Sunitinib Teva, kaps. twarde, 25 mg",28 szt. (blister),05909991366575,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3258,36","3421,28","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
566,Sunitinibum,"Sunitinib Teva, kaps. twarde, 50 mg",28 szt. (blister),05909991366674,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6516,72","6842,56","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
567,Sunitinibum,"Sunitinib Zentiva, kaps. twarde, 12,5 mg",28 szt. (blister),05909991455262,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1629,18","1710,64","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
568,Sunitinibum,"Sunitinib Zentiva, kaps. twarde, 25 mg",28 szt. (blister),05909991455200,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3258,36","3421,28","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
569,Sunitinibum,"Sunitinib Zentiva, kaps. twarde, 50 mg",28 szt. (blister),05909991455330,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6516,72","6842,56","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
570,Sunitinibum,"Sunitynib Mylan, kaps. twarde, 12,5 mg",28 szt. (blister),05909991419301,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","1566,00","1644,30","1644,30",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
571,Sunitinibum,"Sunitynib Mylan, kaps. twarde, 25 mg",28 szt. (blister),05909991419349,2022-05-01,<1><2><4>3 lata/<3>2 lata,"1079.0, Sunitynib","3132,00","3288,60","3288,60",<1>B.3.; <2>B.8.; <3>B.10.; <4>B.53.,bezpłatny,0
572,Sunitinibum,"Sunitynib Mylan, kaps. twarde, 50 mg",28 szt. (blister),05909991419479,2022-05-01,<1>3 lata/<2>2 lata,"1079.0, Sunitynib","6264,00","6577,20","6577,20",<1>B.3.; <2>B.10.,bezpłatny,0
573,Sunitinibum,"Sutent, kaps. twarde, 12,5 mg",28 szt.,05909990079377,<1>2021-07-01/<2>2021-09-01/<3>2020-11-01,3 lata,"1079.0, Sunitynib","4547,23","4774,59","1644,30",<1>B.3.; <2>B.8.; <3>B.53.,bezpłatny,0
574,Sunitinibum,"Sutent, kaps. twarde, 25 mg",28 szt.,05909990079384,<1>2021-07-01/<2>2021-09-01/<3>2020-11-01,3 lata,"1079.0, Sunitynib","9094,46","9549,18","3288,60",<1>B.3.; <2>B.8.; <3>B.53.,bezpłatny,0
575,Sunitinibum,"Sutent, kaps. twarde, 50 mg",28 szt.,05909990079391,2021-07-01,3 lata,"1079.0, Sunitynib","18188,93","19098,38","6577,20",B.3.,bezpłatny,0
576,Talazoparibum,"Talzenna, kapsułki twarde, 0,25 mg",30 szt.,05415062348826,2022-11-01,2 lata,"1263.0, Talazoparyb","6321,27","6637,33","6637,33",B.9.FM.,bezpłatny,0
577,Talazoparibum,"Talzenna, kapsułki twarde, 1 mg",30 szt.,05415062348789,2022-11-01,2 lata,"1263.0, Talazoparyb","18968,32","19916,74","19916,74",B.9.FM.,bezpłatny,0
578,Temsirolimusum,"Torisel, koncentrat i rozpuszczalnik do sporządzania roztworu do infuzji, 30 mg","1 fiol. 1,2 ml + 1 fiol. 2,2 ml rozp.",05909990080663,2020-11-01,3 lata,"1150.0, Temsyrolimus","2932,01","3078,61","3078,61",B.10.,bezpłatny,0
579,Tenofoviri disoproxil,"Tenofovir disoproxil Zentiva, tabletki powlekane, 245 mg",30 szt.,05909991298708,<1>2021-05-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.0, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna","275,40","289,17","289,17",<1>B.1.; <2>B.106.,bezpłatny,0
580,Tenofovirum disoproxilum,"Tenofovir disoproxil Accord, tabl. powl., 245 mg",30 szt.,05909991330026,<1>2021-03-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.0, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna","324,00","340,20","340,20",<1>B.1.; <2>B.106.,bezpłatny,0
581,Tenofovirum disoproxilum,"Tenofovir disoproxil Aurovitas, tabl. powl., 245 mg",30 szt.,05909991379704,<1>2020-09-01/<2>2022-09-01,<1>3 lata/<2>2 lata,"1051.0, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna","178,20","187,11","187,11",<1>B.1.; <2>B.106.,bezpłatny,0
582,Tenofovirum disoproxilum,"Tenofovir disoproxil Mylan, tabl. powl., 245 mg",30 szt.,05902020926801,<1>2022-07-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.0, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna","491,40","515,97","515,97",<1>B.1.; <2>B.106.,bezpłatny,0
583,Tenofovirum disoproxilum,"Tenofovir Polpharma, tabl. powl., 245 mg",30 szt.,05909991335533,<1>2021-03-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.0, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna","324,00","340,20","340,20",<1>B.1.; <2>B.106.,bezpłatny,0
584,Teriflunomidum,"Aubagio, tabl. powl., 14 mg",28 szt.,05909991088170,2021-05-01,2 lata,"1159.0, Teryflunomid","2991,60","3141,18","3141,18",B.29.,bezpłatny,0
585,Tisagenlecleucelum,"Kymriah, dyspersja do infuzji, 1,2 x 10^6 – 6 x 10^8  komórek",1 lub więcej worków infuzyjnych,05909991384388,<1>2021-09-01/<2>2022-05-01,2 lata,"1226.0, Tisagenlecleucel","1373760,00","1442448,00","1442448,00",<1>B.65.; <2>B.12.,bezpłatny,0
586,Tobramycinum,"Bramitob, roztwór do nebulizacji, 300 mg/4 ml",56 poj.po 4 ml,05909990045976,2022-07-01,3 lata,"1081.0, Tobramycinum","6037,20","6339,06","4876,20",B.27.,bezpłatny,0
587,Tobramycinum,"Tobramycin Via pharma, roztwór do nebulizacji, 300 mg/5 ml",56 amp. 5 ml,05909991308292,2021-03-01,3 lata,"1081.0, Tobramycinum","4644,00","4876,20","4876,20",B.27.,bezpłatny,0
588,Tobramycinum,"Tobramycyna SUN, roztwór do nebulizacji, 300 mg/5 ml",56 amp. 5 ml,05909991321444,2021-11-01,3 lata,"1081.0, Tobramycinum","2916,00","3061,80","3061,80",B.27.,bezpłatny,0
595,Tocilizumabum,"RoActemra, roztwór do wstrzykiwań, 162 mg","4 amp.-strz. po 0,9 ml",05902768001075,2022-01-01,2 lata,"1106.0, Tocilizumab","2948,40","3095,82","3095,82",B.33.,bezpłatny,0
590,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.a 10 ml,05000471007046,2021-05-01,3 lata,"1106.0, Tocilizumab","1053,00","1105,65","1105,65",B.33.,bezpłatny,0
589,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.a 20 ml,05000471007053,2020-09-01,3 lata,"1106.0, Tocilizumab","2106,00","2211,30","2211,30",B.33.,bezpłatny,0
591,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.a 4 ml,05000471007039,2021-05-01,3 lata,"1106.0, Tocilizumab","421,20","442,26","442,26",B.33.,bezpłatny,0
593,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 10 ml,05909990678259,2023-01-01,2 lata,"1106.0, Tocilizumab","1053,00","1105,65","1105,65",B.33.,bezpłatny,0
592,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 20 ml,05909990678266,2023-01-01,2 lata,"1106.0, Tocilizumab","2106,00","2211,30","2211,30",B.33.,bezpłatny,0
594,Tocilizumabum,"RoActemra, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 4 ml,05909990678273,2023-01-01,2 lata,"1106.0, Tocilizumab","421,20","442,26","442,26",B.33.,bezpłatny,0
596,Tofacitinibum,"Xeljanz, tabl. powl., 10 mg",56 szt.,05415062342800,2022-09-01,2 lata,"1193.0, Tofacytynib","5832,00","6123,60","6123,60",B.55.,bezpłatny,0
597,Tofacitinibum,"Xeljanz, tabl. powl., 5 mg",56 szt.,05907636977100,<1>2021-09-01/<2><3>2022-09-01,2 lata,"1193.0, Tofacytynib","2916,00","3061,80","3061,80",<1>B.33.; <2>B.35; <3>B.55.,bezpłatny,0
598,Tolvaptanum,"Jinarc, tabl., 15 ; 45 mg",28+28 szt.,05038256002115,2021-11-01,2 lata,"1232.0, Tolwaptan","2484,00","2608,20","2608,20",B.126.,bezpłatny,0
599,Tolvaptanum,"Jinarc, tabl., 30 ; 60 mg",28+28 szt.,05038256002122,2021-11-01,2 lata,"1232.0, Tolwaptan","3726,00","3912,30","3912,30",B.126.,bezpłatny,0
600,Tolvaptanum,"Jinarc, tabl., 30 ; 90 mg",28+28 szt.,05038256002139,2021-11-01,2 lata,"1232.0, Tolwaptan","4968,00","5216,40","5216,40",B.126.,bezpłatny,0
601,Toxinum botulinicum typum A ad iniectabile,"Botox, proszek do sporządzenia roztworu do wstrzykiwań, 100 jednostek Allergan kompleksu neurotoksyny Clostridium botulinum typu A",1 fiol.,05909990674817,<1><2><5>2022-07-01/<3>2021-09-01/<4>2022-09-01,<1><2><3><4>3 lata/<5>2 lata,"1055.2, toksyny botulinowe - 2","603,72","633,91","633,91",<1>B.28.; <2>B.30.; <3>B.57.; <4>B.73.; <5>B.133.,bezpłatny,0
602,Toxinum botulinicum typum A ad iniectabile,"Dysport, proszek do sporządzenia roztworu do wstrzykiwań, 300 j.",1 fiol.po 300 j.,05909991072094,2022-01-01,3 lata,"1055.3, toksyny botulinowe - 3","676,51","710,34","710,34",<1>B.28.; <2>B.30.; <3>B.57.,bezpłatny,0
603,Toxinum botulinicum typum A ad iniectabile,"Dysport, proszek do sporządzenia roztworu do wstrzykiwań, 500 j.",1 fiol.po 500 j.,05909990729227,2022-01-01,3 lata,"1055.3, toksyny botulinowe - 3","1127,52","1183,90","1183,90",<1>B.28.; <2>B.30.; <3>B.57.,bezpłatny,0
604,Toxinum botulinicum typum A ad iniectabile,"Xeomin , proszek do sporządzenia roztworu do wstrzykiwań, 100 j.",1 fiol.po 100 j. (LD50),05909990643950,<1>2022-07-01/<2>2022-09-01,<1>3 lata/<2>2 lata,"1055.1, toksyny botulinowe - 1","612,37","642,99","642,99",<1>B.28.; <2>B.57.,bezpłatny,0
605,Trabectedinum,"Yondelis, proszek do sporządzania koncentratu roztworu do infuzji, 0,25 mg",1 fiol.,05909990635177,2022-09-01,3 lata,"1088.0, Trabectedin","1773,15","1861,81","1861,81",B.8.,bezpłatny,0
606,Trabectedinum,"Yondelis, proszek do sporządzania koncentratu roztworu do infuzji, 1 mg",1 fiol.,05909990635184,2022-09-01,3 lata,"1088.0, Trabectedin","6838,88","7180,82","7180,82",B.8.,bezpłatny,0
607,Trametinibum,"Mekinist, tabl. powl., 0,5 mg",30 szt.,05909991141813,2023-01-01,2 lata,"1157.0, Trametynib","5706,72","5992,06","5992,06",B.59.,bezpłatny,0
608,Trametinibum,"Mekinist, tabl. powl., 2 mg",30 szt.,05909991141851,2023-01-01,2 lata,"1157.0, Trametynib","22826,88","23968,22","23968,22",B.59.,bezpłatny,0
609,Trastuzumabum,"Herceptin, roztwór do wstrzykiwań, 600 mg",1 fiol. po 6 ml,05902768001037,2021-09-01,2 lata,"1082.0, Trastuzumabum","6925,50","7271,78","2786,98",B.9.FM.,bezpłatny,0
610,Trastuzumabum emtansinum,"Kadcyla, proszek do sporządzania koncentratu roztworu do infuzji, 100 mg",1 fiol. proszku,05902768001044,2022-03-01,1 rok 8 miesięcy,"1082.1, Trastuzumab emtanzyna","7760,88","8148,92","8148,92",B.9.FM.,bezpłatny,0
611,Trastuzumabum emtansinum,"Kadcyla, proszek do sporządzania koncentratu roztworu do infuzji, 160 mg",1 fiol. proszku,05902768001051,2022-03-01,1 rok 8 miesięcy,"1082.1, Trastuzumab emtanzyna","12417,84","13038,73","13038,73",B.9.FM.,bezpłatny,0
612,Treprostinilum,"Remodulin, roztwór do infuzji, 1 mg/ml",20 ml,05909990046805,2021-07-01,3 lata,"1083.0, Treprostynilum","4536,00","4762,80","4762,80",B.31.,bezpłatny,0
613,Treprostinilum,"Remodulin, roztwór do infuzji, 2,5 mg/ml",20 ml,05909990046850,2021-07-01,3 lata,"1083.0, Treprostynilum","11340,00","11907,00","11907,00",B.31.,bezpłatny,0
614,Treprostinilum,"Remodulin, roztwór do infuzji, 5 mg/ml",20 ml,05909990046867,2021-07-01,3 lata,"1083.0, Treprostynilum","22680,00","23814,00","23814,00",B.31.,bezpłatny,0
615,Treprostynilum,"Remodulin, roztwór do infuzji, 10 mg/ml",1 fiol.po 20 ml,05909990046874,2021-05-01,3 lata,"1083.0, Treprostynilum","45360,00","47628,00","47628,00",B.31.,bezpłatny,0
616,Treprostynilum,"Tresuvi, roztwór do infuzji, 1 mg/ml",1 fiol. po 10 ml,05909991418618,2023-01-01,3 lata,"1083.0, Treprostynilum","2268,00","2381,40","2381,40",B.31.,bezpłatny,0
617,Treprostynilum,"Tresuvi, roztwór do infuzji, 10 mg/ml",1 fiol. po 10 ml,05909991418649,2023-01-01,3 lata,"1083.0, Treprostynilum","22680,00","23814,00","23814,00",B.31.,bezpłatny,0
618,Treprostynilum,"Tresuvi, roztwór do infuzji, 2,5 mg/ml",1 fiol. po 10 ml,05909991418625,2023-01-01,3 lata,"1083.0, Treprostynilum","5670,00","5953,50","5953,50",B.31.,bezpłatny,0
619,Treprostynilum,"Tresuvi, roztwór do infuzji, 5 mg/ml",1 fiol. po 10 ml,05909991418632,2023-01-01,3 lata,"1083.0, Treprostynilum","11340,00","11907,00","11907,00",B.31.,bezpłatny,0
620,Trientinum tetrahydrochloridum,"Cuprior, tabl. powl., 150 mg",72 szt.,05350626000102,2021-09-01,2 lata,"1229.0, Trientyna","12663,00","13296,15","13296,15",B.123.,bezpłatny,0
621,Trifluridinum + Tipiracilum,"Lonsurf, tabl. powl., 15+6,14 mg",20 szt.,05901571320618,2021-11-01,2 lata,"1196.0, Trifluridyna, tipiracil","2290,66","2405,19","2405,19",B.4.,bezpłatny,0
622,Trifluridinum + Tipiracilum,"Lonsurf, tabl. powl., 15+6,14 mg",60 szt.,05901571320625,2021-11-01,2 lata,"1196.0, Trifluridyna, tipiracil","6871,96","7215,56","7215,56",B.4.,bezpłatny,0
624,Trifluridinum + Tipiracilum,"Lonsurf, tabl. powl., 20+8,19 mg",20 szt.,05901571320632,2021-11-01,2 lata,"1196.0, Trifluridyna, tipiracil","3054,21","3206,92","3206,92",B.4.,bezpłatny,0
623,Trifluridinum + Tipiracilum,"Lonsurf, tabl. powl., 20+8,19 mg",60 szt.,05901571320649,2021-11-01,2 lata,"1196.0, Trifluridyna, tipiracil","9162,61","9620,74","9620,74",B.4.,bezpłatny,0
625,Triptorelinum,"Diphereline SR 3,75, proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań, 3,75 mg",1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły,05909990486915,2022-01-01,3 lata,"1070.0, analogi gonadoliberyny","268,92","282,37","282,37",B.18.,bezpłatny,0
