 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
309,Aripiprazolum,"Apra, tabl., 10 mg",84 szt.,05906414001747,"2020-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","209,92","220,42","238,26","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"12,86"
310,Aripiprazolum,"Apra, tabl., 15 mg",28 szt.,05906414001075,"2017-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","102,73","107,87","121,71","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,22"
311,Aripiprazolum,"Apra, tabl., 15 mg",56 szt.,05906414001754,"2020-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","208,71","219,15","236,99","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,59"
312,Aripiprazolum,"Apra, tabl., 15 mg",84 szt.,05906414001761,"2020-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","319,25","335,21","355,72","347,06",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"17,62"
313,Aripiprazolum,"Apra, tabl., 30 mg",28 szt.,05906414001082,"2019-07-01  - dla kolumny M, 2019-07-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","206,28","216,59","234,43","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,03"
314,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",28 szt.,05906414001020,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","68,36","71,78","83,40","77,12",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,48"
315,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",56 szt.,05906414001648,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","138,56","145,49","161,11","154,25",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"10,84"
316,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 10 mg",84 szt.,05906414001655,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","209,92","220,42","238,26","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"12,86"
317,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 15 mg",28 szt.,05906414001037,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","102,73","107,87","121,71","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,22"
318,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 15 mg",56 szt.,05906414001662,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","208,71","219,15","236,99","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,59"
319,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 15 mg",84 szt.,05906414001679,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","319,25","335,21","355,72","347,06",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"17,62"
320,Aripiprazolum,"Apra-swift, tabl. ulegające rozpadowi w jamie ustnej, 30 mg",28 szt.,05906414001044,"2019-07-01  - dla kolumny M, 2019-07-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","206,28","216,59","234,43","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,03"
321,Aripiprazolum,"Aribit, tabl., 10 mg",56 szt.,05907529463284,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","138,24","145,15","160,77","154,25",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"10,50"
322,Aripiprazolum,"Aribit, tabl., 15 mg",28 szt.,05907529463314,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","102,75","107,89","121,73","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,24"
323,Aripiprazolum,"Aribit, tabl., 15 mg",56 szt.,05907529463338,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","208,44","218,86","236,70","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,30"
324,Aripiprazolum,"Aribit, tabl., 30 mg",56 szt.,05907529463383,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","421,20","442,26","465,44","462,74",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"14,65"
325,Aripiprazolum,"Aribit ODT, tabl. ulegające rozpadowi w jamie ustnej, 15 mg",28 szt.,05909991251475,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","102,75","107,89","121,73","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,24"
326,Aripiprazolum,"Aricogan, tabl., 15 mg",28 szt.,05909991265526,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","78,30","82,22","96,06","96,06",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
327,Aripiprazolum,"Aripilek, tabl., 10 mg",28 szt.,05909991232733,"2019-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","68,26","71,67","83,29","77,12",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,37"
328,Aripiprazolum,"Aripilek, tabl., 15 mg",28 szt.,05909991232832,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","102,70","107,84","121,68","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,19"
329,Aripiprazolum,"Aripilek, tabl., 15 mg",30 szt.,05909991232849,"2017-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","108,43","113,85","128,07","123,95",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"7,32"
330,Aripiprazolum,"Aripilek, tabl., 15 mg",56 szt.,05909991232856,"2019-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","208,66","219,09","236,93","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,53"
331,Aripiprazolum,"Aripilek, tabl., 15 mg",60 szt.,05909991232863,"2017-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","224,10","235,31","253,53","247,90",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"12,03"
332,Aripiprazolum,"Aripilek, tabl., 15 mg",90 szt.,05909991232887,"2017-03-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","333,72","350,41","371,49","371,49",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,60"
333,Aripiprazolum,"Aripilek, tabl., 30 mg",28 szt.,05909991232931,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","207,68","218,06","235,90","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"10,50"
334,Aripiprazolum,"Aripiprazole +pharma, tabl., 15 mg",30 szt.,05901720140241,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","108,00","113,40","127,62","123,95",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"6,87"
335,Aripiprazolum,"Aripiprazole Apotex, tabletki, 15 mg",28 tabl.,05909991339951,"2018-09-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","101,30","106,37","120,21","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"7,72"
336,Aripiprazolum,"Aripiprazole Apotex, tabletki ulegające rozpadowi w jamie ustnej, 15 mg",28 tabl. w blistrach perforowanych,05909991270223,"2018-09-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","101,30","106,37","120,21","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"7,72"
337,Aripiprazolum,"Aripiprazole Mylan Pharma, tabletki, 15 mg",28 tabl.,05902020926771,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","116,42","122,24","136,09","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"23,60"
338,Aripiprazolum,"Aripiprazole Mylan Pharma, tabletki, 15 mg",56 tabl.,05902020926788,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","232,85","244,49","262,33","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"36,93"
339,Aripiprazolum,"Aripiprazole NeuroPharma, tabletki, 10 mg",28 tabl.,05909991305598,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","52,90","55,55","67,18","67,18",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
340,Aripiprazolum,"Aripiprazole NeuroPharma, tabletki, 10 mg",56 tabl.,05909991305611,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","105,81","111,10","126,72","126,72",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,98"
341,Aripiprazolum,"Aripiprazole NeuroPharma, tabletki, 15 mg",14 tabl.,05909991305642,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","39,68","41,66","51,50","51,50",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
342,Aripiprazolum,"Aripiprazole NeuroPharma, tabletki, 15 mg",28 tabl.,05909991305659,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","79,36","83,33","97,17","97,17",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
343,Aripiprazolum,"Aripiprazole NeuroPharma, tabletki, 15 mg",56 tabl.,05909991305673,"2017-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","5 lat - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","158,72","166,66","184,49","184,49",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"5,97"
344,Aripiprazolum,"Aripiprazole Orion, tabl., 15 mg",28 szt.,05909991263850,"2021-03-01  - dla kolumny M, 2021-03-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","69,55","73,03","86,87","86,87",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
345,Aripiprazolum,"Aripiprazole Sandoz, tabl., 10 mg",28 szt.,05907626705690,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","69,50","72,98","84,60","77,12",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"10,68"
346,Aripiprazolum,"Aripiprazole Sandoz, tabl., 10 mg",56 szt.,05907626705713,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","145,80","153,09","168,71","154,25",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"18,44"
347,Aripiprazolum,"Aripiprazole Sandoz, tabl., 15 mg",28 szt.,05907626705836,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","107,46","112,83","126,67","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"14,18"
348,Aripiprazolum,"Aripiprazole Sandoz, tabl., 15 mg",56 szt.,05907626705850,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","223,56","234,74","252,58","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"27,18"
349,Aripiprazolum,"Aripiprazole STADA, tabl., 15 mg",28 szt.,05909991251604,"2019-09-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","59,40","62,37","76,21","76,21",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
350,Aripiprazolum,"Aripiprazole SymPhar, tabl., 15 mg",28 szt.,05909991229634,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","105,30","110,57","124,41","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,92"
351,Aripiprazolum,"Aripiprazole Zentiva, tabl., 15 mg",28 szt.,05909991221546,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","104,76","110,00","123,84","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,35"
352,Aripiprazolum,"Aripsan, tabl., 10 mg",30 szt.,05909991259075,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","75,51","79,29","91,42","82,63",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,99"
353,Aripiprazolum,"Aripsan, tabl., 15 mg",30 szt.,05909991259143,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","117,26","123,12","137,34","123,95",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"16,59"
354,Aripiprazolum,"Aripsan, tabl., 5 mg",60 szt.,05909991259013,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","75,51","79,29","91,42","82,63",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,99"
355,Aripiprazolum,"Arypiprazol Glenmark, tabl., 15 mg",28 szt.,05902020241447,"2018-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","104,76","110,00","123,84","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,35"
356,Aripiprazolum,"Aryzalera, tabl., 10 mg",28 tabl.,05909991205225,"2018-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","70,20","73,71","85,33","77,12",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"11,41"
357,Aripiprazolum,"Aryzalera, tabl., 10 mg",56 tabl.,05909991205256,"2018-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","146,88","154,22","169,84","154,25",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"19,57"
358,Aripiprazolum,"Aryzalera, tabl., 15 mg",28 szt.,05909991385682,"2020-01-01  - dla kolumny M, 2020-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","74,50","78,23","92,08","92,08",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
359,Aripiprazolum,"Aryzalera, tabl., 15 mg",28 szt.,05909991266202,"2019-07-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","74,52","78,25","92,09","92,09",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"3,20"
360,Aripiprazolum,"Aryzalera, tabl., 15 mg",28 tabl.,05909991205324,"2018-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","103,12","108,28","122,12","115,69",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"9,63"
361,Aripiprazolum,"Aryzalera, tabl., 15 mg",56 tabl.,05909991205355,"2018-05-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","206,24","216,55","234,39","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"8,99"
362,Aripiprazolum,"Aryzalera, tabl., 30 mg",28 szt.,05909991205423,"2019-11-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","206,24","216,55","234,39","231,37",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"8,99"
363,Aripiprazolum,"Asduter, tabletki, 10 mg",28 szt.,05909991229696,"2019-07-01  - dla kolumny M, 2019-07-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","178.7, Leki przeciwpsychotyczne - aripiprazol","69,12","72,58","84,20","77,12",Schizofrenia; Choroba afektywna dwubiegunowa,zespół Tourette'a,ryczałt,"10,28"
