"D. Leki, środki spożywcze specjalnego przeznaczenia żywieniowego oraz wyroby medyczne przysługujące świadczeniobiorcom, o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2020 r. poz. 1398, z późn. zm.)",,,,
LP,Substancja czynna,Nazwa i postać leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt
749,Gliclazidum,"Gliclada, tabl. o zmodyfikowanym uwalnianiu, 30 mg",60 szt.,05909990647224
750,Gliclazidum,"Gliclada, tabl. o zmodyfikowanym uwalnianiu, 30 mg",90 szt.,05909990647231
751,Gliclazidum,"Gliclada, tabl. o zmodyfikowanym uwalnianiu, 60 mg",30 szt.,05909991056100
752,Gliclazidum,"Gliclada, tabl. o zmodyfikowanym uwalnianiu, 60 mg",60 szt.,05909991056131
753,Gliclazidum,"Gliclada, tabletki o przedłużonym uwalnianiu, 90 mg",30 tabl.,05909991267230
754,Gliclazidum,"Gliclastad, tabl. o przedłużonym uwalnianiu, 30 mg",60 tabl.,05909991004002
755,Gliclazidum,"Gliclastad, tabl. o przedłużonym uwalnianiu, 30 mg",90 tabl.,05909991004026
756,Gliclazidum,"Glikuron, tabletki o przedłużonym uwalnianiu, 60 mg",30 szt.,05909991256548
757,Gliclazidum,"Glikuron, tabletki o przedłużonym uwalnianiu, 60 mg",60 szt.,05909991263171
758,Gliclazidum,"Oziclide MR, tabletki o zmodyfikowanym uwalnianiu, 60 mg",30 tabl.,05909991226299
759,Gliclazidum,"Oziclide MR, tabletki o zmodyfikowanym uwalnianiu, 60 mg",60 tabl.,05909991226305
760,Gliclazidum,"Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg",30 szt.,05909991267186
761,Gliclazidum,"Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg",60 szt.,05909991267193
762,Gliclazidum,"Symazide MR 30, tabletki o zmodyfikowanym uwalnianiu, 30 mg",60 szt.,05909991291648
763,Gliclazidum,"Symazide MR 60, tabl. o zmodyfikowanym uwalnianiu, 60 mg",30 tabl.,05909991257392
764,Gliclazidum,"Symazide MR 60, tabletki o zmodyfikowanym uwalnianiu, 60 mg",60 szt.,05909991257408
765,Glimepiridum,"Amaryl 1, tabl., 1 mg",30 szt.,05909990744817
766,Glimepiridum,"Amaryl 2, tabl., 2 mg",30 szt.,05909990744916
767,Glimepiridum,"Amaryl 3, tabl., 3 mg",30 szt.,05909990745012
768,Glimepiridum,"Amaryl 4, tabl., 4 mg",30 szt.,05909990745111
769,Glimepiridum,"Diaril, tabl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990566082
770,Glimepiridum,"Diaril, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990566105
771,Glimepiridum,"Diaril, tabl., 3 mg",30 szt. (3 blist.po 10 szt.),05909990566129
772,Glimepiridum,"Diaril, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990566143
773,Glimepiridum,"Glibetic 1 mg, tabl., 1 mg",30 szt. (3 blist.po 10 szt.),05909991097615
774,Glimepiridum,"Glibetic 2 mg, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909991097516
775,Glimepiridum,"Glibetic 3 mg, tabl., 3 mg",30 szt. (3 blist.po 10 szt.),05909991097417
776,Glimepiridum,"Glibetic 4 mg, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909991097318
777,Glimepiridum,"Glidiamid, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990430543
778,Glimepiridum,"Glidiamid, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990430567
779,Glimepiridum,"GlimeHexal 1, tabl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990337453
780,Glimepiridum,"GlimeHexal 2, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990337521
781,Glimepiridum,"GlimeHexal 3, tabl., 3 mg",30 szt. (3 blist.po 10 szt.),05909990338078
782,Glimepiridum,"GlimeHexal 4, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990338146
783,Glimepiridum,"GlimeHexal 6, tabl., 6 mg",30 szt. (3 blist.po 10 szt.),05909990338207
784,Glimepiridum,"Glimepiride Aurovitas, tabl., 2 mg",30 szt.,05909991365790
785,Glimepiridum,"Glimepiride Aurovitas, tabl., 3 mg",30 szt.,05909991365868
786,Glimepiridum,"Glimepiride Aurovitas, tabl., 4 mg",30 szt.,05909991365936
787,Glimepiridum,"Glimepiride Genoptim, tabl., 1 mg",30 szt.,05909991075378
788,Glimepiridum,"Glimepiride Genoptim, tabl., 2 mg",30 szt.,05909991075590
789,Glimepiridum,"Glimepiride Genoptim, tabl., 3 mg",30 szt.,05909991075798
790,Glimepiridum,"Glimepiride Genoptim, tabl., 4 mg",30 szt.,05909991075996
791,Glimepiridum,"Glitoprel, tabl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990085903
792,Glimepiridum,"Glitoprel, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990085927
793,Glimepiridum,"Glitoprel, tabl., 3 mg",30 szt. (3 blist.po 10 szt.),05909990085934
794,Glimepiridum,"Glitoprel, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990085941
795,Glimepiridum,"Symglic, tabl., 1 mg",30 szt. (3 blist.po 10 szt.),05909990570348
796,Glimepiridum,"Symglic, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990570355
797,Glimepiridum,"Symglic, tabl., 3 mg",30 szt. (3 blist.po 10 szt.),05909990570362
798,Glimepiridum,"Symglic, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990573196
799,Glimepiridum,"Symglic, tabl., 6 mg",30 szt. (3 blist.po 10 szt.),05909990570379
800,Glipizidum,"Glipizide BP, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990791712
801,Glucagonum,"GlucaGen 1 mg HypoKit, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1 mg",1 fiol.,05909990693313
802,Glyceroli trinitras,"Sustonit, tabl. o przedłużonym uwalnianiu, 6,5 mg",30 tabl. (3 blist.po 10 szt.),05909990183036
803,Glycopyrronii bromidum,"Seebri Breezhaler, proszek do inhalacji w kaps. twardej, 44 µg",30x1 kapsułka (dawka pojedyncza) + 1 inhalator,05909991000882
804,Hydrocortisoni butyras,"Laticort 0,1%, płyn na skórę, 1 mg/ml",20 ml,05909990229215
805,Hydrocortisonum,"Hydrocortisonum AFP, krem, 10 mg/g",1 tuba po 15 g,05909990950317
806,Imidaprilum,"Tanatril, tabl., 10 mg",28 tabl. (2 blist.po 14 szt.),05909991069919
807,Imidaprilum,"Tanatril, tabl., 20 mg",28 tabl. (2 blist.po 14 szt.),05909991070014
808,Imidaprilum,"Tanatril, tabl., 5 mg",28 tabl. (2 blist.po 14 szt.),05909991069810
809,Indacaterolum + Glycopyrronii bromidum,"Ultibro Breezhaler, proszek do inhalacji w kaps. twardej, 85+43 µg",30 szt. + inhal.,05909991080921
810,Indapamidum,"Diuresin SR, tabl. powl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (3 blist.po 10 szt.),05909990975815
811,Indapamidum,"Diuresin SR, tabl. powl. o przedłużonym uwalnianiu, 1,5 mg",60 szt.,05909991276621
812,Indapamidum,"Indapamide KRKA, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt.,05909990957125
813,Indapamidum,"Indapamide SR Genoptim, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt.,05909990799398
814,Indapamidum,"Indapamide SR, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt.,05909990644933
815,Indapamidum,"Indapen SR, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 tabl. (3 blist.po 10 szt.),05909990665907
816,Indapamidum,"Indapen, tabl. powl., 2,5 mg",20 szt.,05909990863013
817,Indapamidum,"Indapres, tabl. powl., 2,5 mg",30 szt.,05909990223121
818,Indapamidum,"Indix SR, tabl. o przedł. uwalnianiu, 1,5 mg",30 szt.,05909991025014
819,Indapamidum,"Indix SR, tabletki o przedłużonym uwalnianiu, 1,5 mg",90 tabl.,05908289660401
820,Indapamidum,"Ipres long 1,5, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (3 blist.po 10 szt.),05909990012688
821,Indapamidum,"Ivipamid, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt.,05909990834730
822,Indapamidum,"Opamid, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (3 blist.po 10 szt.),05909990770182
823,Indapamidum,"Rawel SR, tabl. powl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (3 blist.po 10 szt.),05909990424801
824,Indapamidum,"Rawel SR, tabl. powl. o przedłużonym uwalnianiu, 1,5 mg",60 szt. (6 blist.po 10 szt.),05909990424849
825,Indapamidum,"Symapamid SR, tabl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (3 blist.po 10 szt.),05909990734993
826,Indapamidum,"Tertensif SR, tabl. powl. o przedłużonym uwalnianiu, 1,5 mg",30 szt. (1 blist.po 30 szt.),05909990738212
827,Indapamidum + Amlodipinum,"Tertens-AM, tabl. o zmodyfikowanym uwalnianiu, 1,5+10 mg",30 szt.,05909991092566
828,Indapamidum + Amlodipinum,"Tertens-AM, tabl. o zmodyfikowanym uwalnianiu, 1,5+5 mg",30 szt.,05909991092597
829,Insulini iniectio neutralis + Insulinum isophanum,"Insuman Comb 25, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990915613
830,Insulini iniectio neutralis + Insulinum isophanum,"Mixtard 30 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml",5 wkł.po 3 ml,05909990238323
831,Insulini iniectio neutralis + Insulinum isophanum,"Mixtard 40 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml",5 wkł.po 3 ml,05909990347124
832,Insulini iniectio neutralis + Insulinum isophanum,"Mixtard 50 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml",5 wkł.po 3 ml,05909990348121
833,Insulini iniectio neutralis + Insulinum isophanum,"Polhumin Mix - 2, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991022921
834,Insulini iniectio neutralis + Insulinum isophanum,"Polhumin Mix - 3, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991023027
835,Insulini iniectio neutralis + Insulinum isophanum,"Polhumin Mix - 4, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991023126
836,Insulini iniectio neutralis + Insulinum isophanum,"Polhumin Mix - 5, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991023324
837,Insulini injectio neutralis,"Actrapid Penfill, roztwór do wstrzykiwań we wkładzie, 100 j.m./ml",5 wkł.po 3 ml,05909990237920
838,Insulini injectio neutralis,"Insuman Rapid, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990914715
839,Insulinum aspartum,"Fiasp, roztwór do wstrz., 100 j.m./ml",1 fiol. a 10 ml,05909991378059
840,Insulinum aspartum,"Fiasp, roztwór do wstrz., 100 j.m./ml",5 wkł.po 3 ml,05909991306298
841,Insulinum aspartum,"Insulin aspart Sanofi, roztwór do wstrzykiwań, 100 j/ml",10 wstrzykiwaczy 3 ml SoloStar,05909991429171
842,Insulinum aspartum,"NovoMix 30 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j/ml",5 wkł.po 3 ml,05909990879915
843,Insulinum aspartum,"NovoMix 50 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j/ml",5 wkł.po 3ml,05909990614981
844,Insulinum aspartum,"NovoRapid Penfill, roztwór do wstrzykiwań we wkładzie, 100 j/ml",5 wkł.po 3 ml,05909990451814
845,Insulinum aspartum,"NovoRapid, roztwór do wstrzykiwań, 100 j/ml",1 fiol.po 10 ml,05909991369668
846,Insulinum degludecum,"Tresiba FlexTouch, roztwór do wstrzykiwań we wstrzykiwaczu , 200 j/ml",3 wstrzykiwacze po 3 ml,05909991107864
847,Insulinum degludecum,"Tresiba Penfill, roztwór do wstrzykiwań we wkładzie , 100 j/ml",5 wkł.po 3 ml (Penfill),05909991107833
848,Insulinum degludecum + Insulinum aspartum,"Ryzodeg, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml Penfill,05909991371562
849,Insulinum detemirum,"Levemir, roztwór do wstrzykiwań we wkładzie, 100 j/ml",5 wkł.po 3 ml (Penfill),05909990005741
850,Insulinum glarginum,"Abasaglar, roztwór do wstrzykiwań we wkładzie, 100 j.m./ml",10 wkł.po 3 ml,05909991201982
851,Insulinum glarginum,"Lantus, roztwór do wstrzykiwań, 100 j/ml",5 wkladów po 3 ml,05909990895717
852,Insulinum glarginum,"Lantus, roztwór do wstrzykiwań, 100 j/ml",5 wstrzykiwaczy SoloStar po 3 ml,05909990617555
853,Insulinum glarginum,"Toujeo, roztwór do wstrzykiwań we wstrzykiwaczu, 300 j/ml","10 wstrzykiwaczy SoloStar po 1,5 ml",05909991231538
854,Insulinum glulisinum,"Apidra SoloStar, roztwór do wstrzykiwań, 100 j.m./ml",5 wstrz.po 3 ml,05909990617197
855,Insulinum glulisinum,"Apidra, roztwór do wstrzykiwań, 100 j./ml",1 fiol.po 10 ml,05909990008483
856,Insulinum glulisinum,"Apidra, roztwór do wstrzykiwań, 100 j./ml",5 wkł.po 3 ml,05909990008575
857,Insulinum humanum,"Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml",1 fiol.po 10 ml,05909990853014
858,Insulinum humanum,"Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990853113
859,Insulinum humanum,"Gensulin M40 (40/60), zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990853311
860,Insulinum humanum,"Gensulin M50 (50/50), zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990853519
861,Insulinum humanum,"Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml",1 fiol.po 10 ml,05909990852314
862,Insulinum humanum,"Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990852413
863,Insulinum humanum,"Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml",1 fiol.po 10 ml,05909990852017
864,Insulinum humanum,"Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990852116
865,Insulinum humanum,"Humulin M3 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990246014
866,Insulinum humanum,"Humulin N, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990246717
867,Insulinum humanum,"Humulin R, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990247011
868,Insulinum humanum,"Insuman Basal SoloStar 100 j.m./ml zawiesina do wstrzykiwań we wstrzykiwaczu, zawiesina do wstrzykiwań, 100 j.m./ml",5 wstrzykiwaczy SoloStar po 3 ml,05909990672448
869,Insulinum humanum,"Insuman Comb 25 SoloStar 100 j.m./ml zawiesina do wstrzykiwań we wstrzykiwaczu, zawiesina do wstrzykiwań, 100 j.m./ml",5 wstrzykiwaczy SoloStar po 3 ml,05909990672585
870,Insulinum humanum,"Insuman Rapid SoloStar 100 j.m./ml roztwór do wstrzykiwań we wstrzykiwaczu, roztwór do wstrzykiwań we wstrzykiwaczu, 100 j.m./ml",5 wstrzykiwaczy SoloStar po 3 ml,05909990672363
871,Insulinum humanum,"Polhumin N, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991022525
872,Insulinum humanum,"Polhumin R, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909991022822
873,Insulinum isophanum,"Insulatard Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml",5 wkł.po 3 ml,05909990348923
874,Insulinum isophanum,"Insuman Basal, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990915019
875,Insulinum lisprum,"Insulin Lispro Sanofi, roztwór do wstrzykiwań we wstrzykiwaczu, 100 j./ml",10 wstrz. 3 ml SoloStar,05909991333553
876,Insulinum lisprum,"Liprolog Junior KwikPen, roztwór do wstrz., 100 j.m./ml",5 wstrzyk. po 3 ml,05907677973123
877,Insulinum lisprum,"Liprolog KwikPen, roztwór do wstrz., 200 j.m./ml",5 wstrzyk. po 3 ml,05999885490165
878,Insulinum lisprum,"Liprolog, roztwór do wstrz., 100 j.m./ml",1 fiol. a 10 ml,05909990005482
879,Insulinum lisprum,"Liprolog, roztwór do wstrzykiwań, 100 j.m./ml",10 wkł.po 3 ml,05909990005536
880,"Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis","Humalog Mix25, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990455010
881,"Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis","Humalog Mix50, zawiesina do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990455614
882,"Insulinum lisprum, injectio neutralis","Humalog, roztwór do wstrzykiwań, 100 j.m./ml",5 wkł.po 3 ml,05909990692422
883,Ipratropii bromidum,"Atrodil, aerozol inhalacyjny, roztwór, 20 µg",1 poj.po 10 ml (200 daw.),05909991185879
884,Ipratropii bromidum,"Atrovent N, aerozol wziewny, roztwór, 20 µg/dawkę inhalacyjną",1 poj.po 10 ml (200 daw.),05909990999019
885,Ipratropii bromidum,"Atrovent, płyn do inhalacji z nebulizatora, 250 µg/ml",1 but.po 20 ml,05909990322114
886,Irbesartanum,"Irbesartan Aurovitas, tabl., 150 mg",28 szt.,05909991334178
887,Irbesartanum,"Irbesartan Aurovitas, tabl., 300 mg",28 szt.,05909991334208
888,Irbesartanum,"Irprestan, tabl. powl., 150 mg",28 szt.,05909990747085
889,Irbesartanum,"Irprestan, tabl. powl., 300 mg",28 szt.,05909990747122
890,Irbesartanum,"Irprestan, tabl. powl., 75 mg",28 szt.,05909990747054
891,Kalii chloridum,"Kalipoz Prolongatum, tabl. o przedłużonym uwalnianiu, 391 mg",60 szt. (3 blist.po 20 szt.),05909990257539
892,Kalii citras + Kalii hydrocarbonas,"Kalium Effervescens bezcukrowy, granulat musujący, 782 mg jonów potasu/3 g",20 sasz.po 3 g,05909990269310
893,Lacidipinum,"Lacipil, tabl. powl., 2 mg",28 szt. (4 blist.po 7 szt.),05909990650521
894,Lacidipinum,"Lacipil, tabl. powl., 4 mg",28 szt. (4 blist.po 7 szt.),05909990650620
895,Lacidipinum,"Lacipil, tabl. powl., 6 mg",28 szt. (4 blist.po 7 szt.),05909990625697
896,Lacidipinum,"Lacydyna, tabl. powl., 4 mg",28 tabl.,05909991105563
897,Lacidipinum,"Lacydyna, tabl. powl., 6 mg",28 tabl.,05909991105549
898,Lacidipinum,"Lapixen, tabl. powl., 2 mg",28 szt.,05909991134907
899,Lacidipinum,"Lapixen, tabl. powl., 2 mg",56 szt.,05907695215205
900,Lacidipinum,"Lapixen, tabl. powl., 4 mg",28 szt.,05909991134938
901,Lacidipinum,"Lapixen, tabl. powl., 4 mg",56 szt.,05907695215212
902,Lacidipinum,"Lapixen, tabl. powl., 6 mg",28 szt.,05909991134969
903,Lacidipinum,"Lapixen, tabl. powl., 6 mg",56 szt.,05907695215229
904,Latanoprostum,"Akistan, krople do oczu, roztwór, 50 µg/ml","1 but.po 2,5 ml",05909990995479
905,Latanoprostum,"Akistan, krople do oczu, roztwór, 50 µg/ml","3 but.po 2,5 ml",05909991189792
906,Latanoprostum,"Latadrop, krople do oczu, roztwór, 50 µg/ml","1 but.a 2,5 ml",05909990807079
907,Latanoprostum,"Latalux, krople do oczu, roztwór, 0,05 mg/ml","1 but.po 2,5 ml",05909990813582
908,Latanoprostum,"Latanoprost Genoptim, krople do oczu, roztwór, 50 µg/ml","1 but.po 2,5 ml",05909990931873
909,Latanoprostum,"Latanoprost STADA, krople do oczu, 50 µg/ml","1 but.po 2,5 ml",05909990853007
910,Latanoprostum,"Monoprost, krople do oczu, roztwór w pojemniku jednodawkowym, 50 µg/ml",90 szt.,05909991019709
911,Latanoprostum,"Monoprost, krople do oczu, roztwór, 50 µg/ml",30 szt. (6 saszetek po 5 poj. jednodawkowych),05909991019693
912,Latanoprostum,"Rozaprost Mono, krople do oczu, roztwór, 50 µg/ml",30 poj.,05909991102883
913,Latanoprostum,"Rozaprost Mono, krople do oczu, roztwór, 50 µg/ml",90 poj.,05909991102890
914,Latanoprostum,"Rozaprost, krople do oczu, roztwór, 0,05 mg/1 ml","1 but.po 2,5 ml",05909990841448
915,Latanoprostum,"Rozaprost, krople do oczu, roztwór, 0,05 mg/ml","3 but.po 2,5 ml",05900411001298
916,Latanoprostum,"Vizilatan, krople do oczu, roztwór, 50 µg/ml","1 but.a 2,5 ml",05903546007524
917,Latanoprostum,"Vizilatan, krople do oczu, roztwór, 50 µg/ml","3 but.a 2,5 ml",05903546007531
918,Latanoprostum,"Xalatan, krople do oczu, roztwór, 0,05 mg/ml","3 but.a 2,5 ml",05909990411825
919,Latanoprostum,"Xalatan, krople do oczu, roztwór, 0,05 mg/ml (0,005%)","2,5 ml (but.)",05909990411818
920,Latanoprostum,"Xaloptic Free, krople do oczu, roztwór, 50 µg/ml",30 szt.,05909991220365
921,Latanoprostum,"Xaloptic Free, krople do oczu, roztwór, 50 µg/ml",90 szt.,05909991220396
922,Latanoprostum,"Xaloptic, krople do oczu, roztwór, 0,05 mg/ml","2,5 ml (but.)",05909990741311
923,Latanoprostum,"Xaloptic, krople do oczu, roztwór, 0,05 mg/ml","3 but.po 2,5 ml",05903060601673
924,Latanoprostum + Timololum,"Latacom, krople do oczu, roztwór, 50+5 µg/ml + mg/ml","1 but.po 2,5 ml",05909990879687
925,Latanoprostum + Timololum,"Latacom, krople do oczu, roztwór, 50+5 µg/ml + mg/ml","3 but.po 2,5 ml",05906414000948
926,Latanoprostum + Timololum,"Latanoprost Timolol Genoptim, krople do oczu, roztwór, 50+5 µg/ml + mg/ml","1 but. po 2,5 ml",05909991306649
927,Latanoprostum + Timololum,"Tilaprox, krople do oczu, 50+5 µg/ml + mg/ml","2,5 ml",05909990946587
928,Latanoprostum + Timololum,"Xalacom, krople do oczu, roztwór, 0,05+5 mg/ml","2,5 ml (but.)",05909991057213
929,Latanoprostum + Timololum,"Xalacom, krople do oczu, roztwór, 0,05+5 mg/ml","3 but.a 2,5 ml",05415062343609
930,Latanoprostum + Timololum,"Xaloptic Combi, krople do oczu, roztwór, 50+5 µg/ml + mg/ml","1 but.po 2,5 ml",05909990894543
931,Latanoprostum + Timololum,"Xaloptic Combi, krople do oczu, roztwór, 50+5 µg/ml + mg/ml","3 but.po 2,5 ml",05903060606630
932,Leflunomidum,"Arava, tabl. powl., 10 mg",30 tabl. (but.),05909990977826
933,Leflunomidum,"Arava, tabl. powl., 20 mg",30 tabl. (but.),05909990977925
934,Leflunomidum,"Arava, tabletki powlekane, 20 mg",30 szt.,05901878600482
935,Leflunomidum,"Leflunomid Bluefish, tabletki powlekane, 10 mg",30 szt.,05909991309138
936,Leflunomidum,"Leflunomid Bluefish, tabletki powlekane, 20 mg",30 szt.,05909991309145
937,Leflunomidum,"Leflunomide medac, tabl. powl., 10 mg",30 szt.,04037353010604
938,Leflunomidum,"Leflunomide medac, tabl. powl., 15 mg",30 szt.,04037353015388
939,Leflunomidum,"Leflunomide medac, tabl. powl., 20 mg",30 szt.,04037353010628
940,Leflunomidum,"Leflunomide Sandoz, tabl. powl., 20 mg",30 szt.,05909990858651
941,Leflunomidum,"Leflunomide Zentiva, tabl. powl., 10 mg",30 szt.,05909991416683
942,Leflunomidum,"Leflunomide Zentiva, tabl. powl., 20 mg",30 szt.,05909991416720
943,Levodopum + Benserazidum,"Madopar 125 mg, kaps., 100+25 mg",100 szt.,05909990095018
944,Levodopum + Benserazidum,"Madopar 125 mg, tabl. do sporządzania zawiesiny doustnej, 100+25 mg",100 szt.,05909990748723
945,Levodopum + Benserazidum,"Madopar 250 mg, tabl., 200+50 mg",100 szt.,05909990095117
946,Levodopum + Benserazidum,"Madopar 62,5 mg, kaps., 50+12,5 mg",100 szt.,05909990094912
947,Levodopum + Benserazidum,"Madopar 62,5 mg, tabl. do sporządzania zawiesiny doustnej, 50+12,5 mg",100 szt.,05909990748624
948,Levodopum + Benserazidum,"Madopar HBS, kaps., 100+25 mg",100 szt.,05909990377510
949,Levodopum + Benserazidum,"Madopar, kaps., 200+50 mg",100 szt.,05909990095216
950,Levodopum + Carbidopum,"Nakom Mite, tabl., 100+25 mg",100 szt. (10 blist.po 10 szt.),05909990175314
951,Levodopum + Carbidopum,"Nakom, tabl., 250+25 mg",100 szt. (10 blist.po 10 szt.),05909990175215
952,Levodopum + Carbidopum,"Sinemet CR 200/50, tabl. o zmodyfikowanym uwalnianiu, 200+50 mg",100 szt.,05909990020416
953,Levothyroxinum natricum,"Euthyrox N 100, tabl., 100 µg",100 szt. (4 blist.po 25 szt.),05909991051426
954,Levothyroxinum natricum,"Euthyrox N 100, tabl., 100 µg",50 szt. (2 blist.po 25 szt.),05909991051419
955,Levothyroxinum natricum,"Euthyrox N 112 µg, tabl., 112 µg",50 szt. (2 blist.po 25 szt.),05909990719006
956,Levothyroxinum natricum,"Euthyrox N 125, tabl., 125 µg",100 szt. (4 blist.po 25 szt.),05909991051525
957,Levothyroxinum natricum,"Euthyrox N 125, tabl., 125 µg",50 szt. (2 blist.po 25 szt.),05909991051518
958,Levothyroxinum natricum,"Euthyrox N 137 µg, tabl., 137 µg",50 szt. (2 blist.po 25 szt.),05909990719037
